id,timestamp,Axes_X_aaTorque
i1,2023-04-28T17:20:15.000+02:00,-1.431
i1,2023-04-28T17:20:16.000+02:00,-1.697
i1,2023-04-28T17:20:16.000+02:00,-1.602
i1,2023-04-28T17:20:16.000+02:00,-1.689
i1,2023-04-28T17:20:16.000+02:00,-1.356
i1,2023-04-28T17:20:17.000+02:00,-1.7770000000000001
i1,2023-04-28T17:20:17.000+02:00,-1.23
i1,2023-04-28T17:20:17.000+02:00,-1.907
i1,2023-04-28T17:20:17.000+02:00,-1.921
i1,2023-04-28T17:20:18.000+02:00,-2.051
i1,2023-04-28T17:20:18.000+02:00,-1.963
i1,2023-04-28T17:20:18.000+02:00,-2.049
i1,2023-04-28T17:20:19.000+02:00,-1.968
i1,2023-04-28T17:20:19.000+02:00,-1.994
i1,2023-04-28T17:20:19.000+02:00,-1.9020000000000001
i1,2023-04-28T17:20:19.000+02:00,-1.934
i1,2023-04-28T17:20:20.000+02:00,-1.935
i1,2023-04-28T17:20:20.000+02:00,-1.579
i1,2023-04-28T17:20:20.000+02:00,-1.495
i1,2023-04-28T17:20:21.000+02:00,-1.955
i1,2023-04-28T17:20:21.000+02:00,-1.933
i1,2023-04-28T17:20:21.000+02:00,-1.934
i1,2023-04-28T17:20:21.000+02:00,-5.186
i1,2023-04-28T17:20:22.000+02:00,-2.083
i1,2023-04-28T17:20:22.000+02:00,-2.086
i1,2023-04-28T17:20:22.000+02:00,-2.088
i1,2023-04-28T17:20:22.000+02:00,-2.09
i1,2023-04-28T17:20:23.000+02:00,-2.089
i1,2023-04-28T17:20:23.000+02:00,-6.088
i1,2023-04-28T17:20:23.000+02:00,-0.293
i1,2023-04-28T17:20:23.000+02:00,-1.978
i1,2023-04-28T17:20:24.000+02:00,-2.0180000000000002
i1,2023-04-28T17:20:24.000+02:00,-2.094
i1,2023-04-28T17:20:24.000+02:00,-2.371
i1,2023-04-28T17:20:24.000+02:00,0.992
i1,2023-04-28T17:20:25.000+02:00,-1.2
i1,2023-04-28T17:20:25.000+02:00,-2.096
i1,2023-04-28T17:20:25.000+02:00,-1.978
i1,2023-04-28T17:20:25.000+02:00,-1.614
i1,2023-04-28T17:20:26.000+02:00,-1.6360000000000001
i1,2023-04-28T17:20:26.000+02:00,-1.845
i1,2023-04-28T17:20:26.000+02:00,-1.055
i1,2023-04-28T17:20:26.000+02:00,-1.356
i1,2023-04-28T17:20:27.000+02:00,-2.269
i1,2023-04-28T17:20:27.000+02:00,-1.106
i1,2023-04-28T17:20:27.000+02:00,-1.196
