id,timestamp,i1_position_switch_pressed,i2_position_switch_pressed,i5_light_barrier_interrupted,m1_speed,o7_valve_open,o8_compressor_power_level,current_state,current_task,current_task_elapsed_seconds_since_start,current_sub_task,failure_label
Oven,2022-07-19 10:03:17.86,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:17.96,False,False,True,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:18.06,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:18.17,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:18.27,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:18.37,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:18.48,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:18.58,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:18.69,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:18.79,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:18.90,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:19.00,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:19.11,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:19.21,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:19.32,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:19.42,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:19.52,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:19.63,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:19.73,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:19.83,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:19.93,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:20.04,False,False,False,0,False,0,ready,,0.0,,
Oven,2022-07-19 10:03:20.14,False,False,False,0,False,0,ready,,0.0,,
